question,answers,id
what are the places to see in dubai?,"[""Mushrif Park"", ""Dubai Zoo"", ""Fish Roundabout"", ""Jumeirah Beach"", ""Dubai International Convention Centre"", ""Grand mosque"", ""The Dubai Mall"", ""Wild Wadi Water Park"", ""Dubai Museum"", ""Deira Clocktower""]",3347
where is johnny depp from?,"[""Owensboro""]",3348
what characters does todd haberkorn voice?,"[""Death the Kid"", ""Android 19""]",3349
where the latin language come from?,"[""Italic languages"", ""Indo-European languages""]",3350
what language do pakistani people talk?,"[""Urdu Language""]",3351
what does china border?,"[""Eurasia"", ""Asia""]",3352
when does the russian league start?,"[""ru"", ""su"", "".рф""]",3353
what was alice walker famous for?,"[""Writer""]",3354
where did michael jackson went to school?,"[""Montclair College Preparatory School""]",3355
where do haitian people come from?,"[""Haiti""]",3356
where is the time zone in kentucky?,"[""North American Eastern Time Zone""]",3357
what albums did john frusciante play on?,"[""Curtains"", ""Smile From the Streets You Hold"", ""Going Inside EP"", ""From the Sounds Inside"", ""Niandra LaDes and Usually Just a T-Shirt"", ""DC EP"", ""Inside of Emptiness"", ""To Record Only Water for Ten Days"", ""Shadows Collide With People"", ""Demo & Acoustic Shadows Collide With People""]",3358
what influenced whitman's poetry?,"[""Abraham Lincoln"", ""Edgar Allan Poe"", ""Georg Wilhelm Friedrich Hegel"", ""Ralph Waldo Emerson"", ""Walter Scott"", ""Oscar Wilde""]",3359
what did martin luther king jr do in his life?,"[""Civil and political rights""]",3360
what kind of legal system does australia have?,"[""Parliamentary system"", ""Federation"", ""Constitutional monarchy""]",3361
where did jimmy hoffa live?,"[""Indiana""]",3362
what role did frederick douglass play in the abolition movement?,"[""American Equal Rights Association""]",3363
where people speak welsh?,"[""United Kingdom""]",3364
what children's books did suzanne collins wrote?,"[""Gregor and the Prophecy of Bane"", ""Gregor and the Marks of Secret"", ""FIRE PROOF"", ""Gregor and the Code of Claw"", ""The Underland Chronicles Book Three"", ""When Charlie McButton lost power"", ""Gregor and the Curse of the Warmbloods"", ""Catching Fire"", ""12"", ""Gregor the Overlander""]",3365
what state obama was born?,"[""Hawaii""]",3366
what is the zip code for morgantown in?,"[""26508"", ""26501"", ""26502"", ""26504"", ""26505"", ""26506"", ""26507""]",3367
who is democritus and what did he discover?,"[""Mathematician""]",3368
who plays bella on twilight?,"[""Kristen Stewart""]",3369
where did gettysburg start?,"[""United States of America""]",3370
who does cristiano ronaldo play for in 2010?,"[""Real Madrid C.F.""]",3371
where did elvis presley live before he died?,"[""Memphis""]",3372
what is the currency of germany in 2010?,"[""Euro""]",3373
what to do in daytona?,"[""Daytona 500 Experience"", ""Jackie Robinson Ballpark"", ""Daytona International Speedway"", ""Mary McLeod Bethune Home"", ""Daytona Beach Bike Week"", ""Museum of Arts and Sciences"", ""Halifax Historical Museum"", ""Daytona Lagoon"", ""Ocean Center"", ""South Beach Street Historic District""]",3374
who does paul walker play in fast and furious?,"[""Brian O'Conner""]",3375
who was the vice president during george w bush?,"[""Dick Cheney""]",3376
where did kevin hart go to school?,"[""Castlemont High School"", ""Temple University""]",3377
where gm cars are built?,"[""United States of America""]",3378
what kind of money do japanese use?,"[""Japanese yen""]",3379
where does the name melbourne come from?,"[""William Lamb, 2nd Viscount Melbourne""]",3380
what currency do the ukraine use?,"[""Ukrainian hryvnia""]",3381
what kind of money does chile use?,"[""Chilean peso""]",3382
what currency do italy have?,"[""Euro""]",3383
what are spanish speaking countries and their capitals?,"[""Honduras"", ""Uruguay"", ""El Salvador"", ""Panama"", ""Equatorial Guinea"", ""Andorra"", ""Guatemala"", ""Puerto Rico"", ""Paraguay"", ""Belize""]",3384
what language does people from denmark speak?,"[""Greenlandic language"", ""Faroese"", ""German Language"", ""Danish Language""]",3385
what did susan atkins die of?,"[""Brain tumor"", ""Cancer""]",3386
what type of currency does brazil use?,"[""Brazilian real""]",3387
who plays tommy oliver in power rangers?,"[""Jason David Frank""]",3388
what year did dwight howard won the slam dunk contest?,"[""2007–08 NBA season""]",3389
what country did marco polo come from?,"[""Venice""]",3390
what were hitler's parents names?,"[""Alois Hitler"", ""Klara Hitler""]",3391
when was the first pope of the catholic church?,"[""Paul the Apostle"", ""Saint Peter""]",3392
what did amerigo vespucci explore?,"[""Americas""]",3393
what currency do i bring to cuba?,"[""Cuban peso""]",3394
where did patrick henry live?,"[""Virginia""]",3395
what kind of government does mongolia?,"[""Semi-presidential system"", ""Parliamentary republic""]",3396
what are some native american holidays?,"[""Tom Selleck""]",3397
where did jesse james die?,"[""Saint Joseph""]",3398
where is spain located what continent?,"[""Europe""]",3399
what form of government is the philippines?,"[""Constitutional republic"", ""Presidential system"", ""Republic"", ""Unitary state""]",3400
who plays stewie griffin on family guy?,"[""Seth MacFarlane""]",3401
what are the two major religions in canada?,"[""Protestantism"", ""Catholicism"", ""Islam""]",3402
what kind of government do the canadians have?,"[""Parliamentary system"", ""Federation"", ""Constitutional monarchy"", ""Multi-party system""]",3403
what happened to sir thomas cromwell?,"[""Decapitation""]",3404
what food is from china?,"[""Guangzhou Zhu Jiang Brewery Co.Ltd. Zhu Jiang Beer"", ""Tsingtao Beer"", ""Harbin Beer""]",3405
who plays stewie griffin's voice?,"[""Seth MacFarlane""]",3406
who did butler beat last night?,"[""Stephano""]",3407
what are the mountains in peru called?,"[""Andes""]",3408
which kardashians are having babies?,"[""Kim Kardashian""]",3409
what is south america made up of?,"[""Carrasco"", ""Chacaltaya"", ""Chile"", ""Pampas"", ""Amazon Basin"", ""French Guiana"", ""Peru"", ""Guyana"", ""Paraguay"", ""Bolivia""]",3410
what team does plaxico burress play for?,"[""Pittsburgh Steelers""]",3411
where english is spoken in the world?,"[""Canada"", ""Australia"", ""South Africa"", ""Zambia"", ""United Kingdom"", ""Zimbabwe"", ""Uganda"", ""New Zealand"", ""Turks and Caicos Islands"", ""Tanzania""]",3412
where is victoria beckham from?,"[""Harlow""]",3413
what office does paul ryan hold?,"[""United States Representative""]",3414
what type of government does fiji have 2010?,"[""Military dictatorship"", ""Military junta"", ""Parliamentary republic""]",3415
what country is the iberian peninsula located in?,"[""Portugal"", ""Spain""]",3416
who is daniel in the bible?,"[""Prophet"", ""Writer""]",3417
who played marty mcfly's dad?,"[""George McFly""]",3418
what is george washington's legacy?,"[""United States Military Academy"", ""Society of the Cincinnati"", ""Continental Army"", ""Culper Ring"", ""United States Army Corps of Engineers""]",3419
where to stay in bermuda tripadvisor?,"[""Bermuda Department of Tourism""]",3420
which airport is closest to barcelona port?,"[""Barcelona–El Prat Airport""]",3421
who is jojo simmons mother?,"[""Evelyn Simmons""]",3422
where do cherry trees grow in the united states?,"[""Washington, D.C.""]",3423
who plays john connor in terminator salvation?,"[""Christian Bale""]",3424
what year doug williams won the super bowl?,"[""1987 NFL season""]",3425
what country was osama bin laden killed in?,"[""Abbottabad""]",3426
where did james cook go on his voyages?,"[""A voyage to the Pacific Ocean""]",3427
who won the governor election in michigan?,"[""Rick Snyder""]",3428
where did heidi klum and seal get married?,"[""Mexico""]",3429
what kind of experiments did humphrey davy do?,"[""He experimented with the voltaic pile decided that it was a chemical action which caused the production of electricity in electrolytic cells, and that the chemical interaction occurred between substances which had an opposite charge.""]",3430
who created the chinese communist party?,"[""China's Communist Party: Atrophy and Adaptation""]",3431
what timezone is new england usa in?,"[""North American Eastern Time Zone""]",3432
what happened to rev. robert schuller?,"[""Televangelist"", ""Writer""]",3433
who plays the voice of meg in family guy?,"[""Lacey Chabert"", ""Mila Kunis""]",3434
what can you visit in london?,"[""Regent's Park"", ""Tower of London"", ""Buckingham Palace"", ""Palace of Westminster"", ""London Eye"", ""Tower Bridge"", ""Hyde Park"", ""Westminster Abbey"", ""St Paul's Cathedral"", ""Trafalgar Square""]",3435
what form of government does north korea?,"[""Juche""]",3436
where is located cornell university?,"[""Ithaca""]",3437
who speaks arabic language?,"[""Tunisia"", ""Eritrea"", ""Saudi Arabia"", ""Comoros""]",3438
who played the parents in ferris bueller day off?,"[""Cindy Pickett""]",3439
what dialects are spoken in the uk?,"[""English Language""]",3440
what should i visit in venice?,"[""Grand Canal, Venice"", ""The Grand Canal, Venice"", ""Venice: The Prison"", ""Palazzo Dario, Venice"", ""View of Venice"", ""Gondola in Venice"", ""View of Venice: Ducal Palace, Dogana, and San Giorgio""]",3441
where james madison was born?,"[""Port Conway""]",3442
when was the last time iran invaded another country?,"[""Iran–Iraq War""]",3443
what did the ottoman empire look like?,"[""Austria-Hungary"", ""Kingdom of Bulgaria"", ""German Empire""]",3444
what team does kareem abdul jabbar play for?,"[""Milwaukee Bucks"", ""Los Angeles Lakers"", ""UCLA Bruins men's basketball""]",3445
who is jeff probst ex wife?,"[""Shelly Wright""]",3446
where is tsonga born?,"[""Le Mans""]",3447
what island is bethany hamilton from?,"[""Lihue""]",3448
what is paige halliwell's powers?,"[""Teleportation"", ""Orbing""]",3449
what did jean jacques rousseau write?,"[""A la rencontre de Jean-Jacques Rousseau"", ""Autobiographical, scientific, religious, moral, and literary writings"", ""The 'Emile' of Jean Jacques Rousseau"", ""Cartas a Sofía"", ""Antologia di scritti politici"", ""Basic crystallography"", ""Bekenntnisse"", ""Le botaniste sans maître, ou, Manière d'apprendre seul la botanique"", ""A Discourse Upon The Origin And The Foundation Of The Inequality Among Mankind"", ""La botanique de J. J. Rousseau""]",3450
what city is the state capital of washington?,"[""Olympia""]",3451
what does shawn johnson do?,"[""Gymnast""]",3452
what was the reagan administration known for?,"[""The conservative revolution in America""]",3453
where did nadia boulanger live?,"[""Paris""]",3454
what year did michael jordan get drafted?,"[""1984 NBA Draft""]",3455
what airport do you fly into maui?,"[""Kahului Airport""]",3456
who does mark sanchez play for?,"[""New York Jets""]",3457
what sea does the yangtze river empty into?,"[""East China Sea""]",3458
what are the main imports and exports of afghanistan?,"[""Fruit and Tree Nut Farming"", ""Carpet and Rug Mills"", ""Opium""]",3459
what movies have gerard butler been in?,"[""Attila"", ""Beowulf & Grendel"", ""300"", ""Dear Frankie"", ""Butterfly on a Wheel"", ""Gamer"", ""Fast Food"", ""Dracula 2000"", ""Coriolanus""]",3460
what country is beside france?,"[""Italy"", ""Monaco"", ""Luxembourg"", ""Andorra"", ""Switzerland"", ""Germany"", ""Bay of Biscay"", ""Belgium"", ""Piedmont"", ""Spain""]",3461
what type of government germany have?,"[""Constitutional republic"", ""Multi-party system"", ""Federal republic"", ""Democracy"", ""Parliamentary republic""]",3462
what is there to do in montpelier vt?,"[""Jed's Maple"", ""Karmê Chöling"", ""Vermont Icelandic Horse Farm"", ""Cold Hollow Cider Mill"", ""Down To Earth Worm Farm of Vermont"", ""Mount Mansfield"", ""Ben & Jerry's Waterbury Factory"", ""Spider Web Farm"", ""Weathered Barn Doll Museum"", ""Vermont State House""]",3463
who is the leader of japan right now?,"[""Shinzō Abe""]",3464
when did michael jordan started playing basketball in the nba?,"[""1984""]",3465
what movies were michael clarke duncan?,"[""American Crude"", ""Air Buddies"", ""A Crush on You"", ""Brother Bear"", ""Back in Business"", ""A Night at the Roxbury"", ""Breakfast of Champions"", ""Bulworth"", ""Armageddon"", ""Brother Bear 2""]",3466
in which city was president kennedy killed?,"[""Dallas""]",3467
where is martin cooper from?,"[""United States of America""]",3468
what is charlie sheen's dad's name?,"[""Martin Sheen""]",3469
how much mlb teams are there?,"[""Baltimore Orioles"", ""New York Mets"", ""Los Angeles Dodgers"", ""San Diego Padres"", ""Detroit Tigers"", ""San Francisco Giants"", ""Milwaukee Brewers"", ""Tampa Bay Rays"", ""New York Yankees"", ""Chicago Cubs""]",3470
what office does boehner hold?,"[""Member of Congress""]",3471
where do the baltimore ravens play?,"[""M&T Bank Stadium""]",3472
what sport do the harlem globetrotters play?,"[""Basketball""]",3473
who was betty white married too?,"[""Lane Allen"", ""Allen Ludden"", ""Dick Barker""]",3474
where is poe buried now?,"[""Westminster Hall and Burying Ground""]",3475
where is danish located?,"[""Denmark"", ""Greenland""]",3476
what is the best neighborhood to live in dallas?,"[""Convention Center District"", ""City Center District"", ""Government District"", ""Arts District"", ""West End"", ""Belmont"", ""Main Street"", ""Farmers Market"", ""Reunion"", ""Bryan Place""]",3477
who plays mary jane in spiderman 2?,"[""Kirsten Dunst""]",3478
what languages do scottish people speak?,"[""Scottish Gaelic language"", ""Scots Language"", ""English Language"", ""Scottish English""]",3479
what type of money does brazil have?,"[""Brazilian real""]",3480
who started mary kay?,"[""Mary Kay Ash""]",3481
what types of government does france have?,"[""Semi-presidential system"", ""Constitutional republic"", ""Unitary state""]",3482
where is mount st helens?,"[""Skamania County"", ""Washington""]",3483
who are the players on the toronto maple leafs?,"[""Phil Kessel""]",3484
what present day countries use english as their national language?,"[""Canada"", ""Australia"", ""South Africa"", ""Zambia"", ""United Kingdom"", ""Zimbabwe"", ""Uganda"", ""New Zealand"", ""Turks and Caicos Islands"", ""Tanzania""]",3485
